,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
2916,roony201024,Supporting palatine,1/10,6 September 2021,"Those actors that we loved, started to make a relâche with the enemy of humanity! So they don't deserve my support! 👎🏼, before art comes humanity.
                
                    6 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2917,tomas-75,The best today,10/10,25 August 2019,"The best you can watch today. After breaking bad for me second place in history
                
                    4 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2918,mujahid-dero,Marvellous,9/10,6 September 2019,"It's a epnderful series, waiting desperately for forth fourth season
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2919,luszjano-611-967525,Classic soap opera,1/10,22 April 2020,"Characters are so unbelievably dumb. Just don't watch it.
                
                    19 out of 29 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2920,chkoliastasis,Should have ended in Season 2,4/10,5 April 2020,"Well, the writers and producers outdone themselves.
They started with a good idea, intriguing characters and an elaborate plot.
By the end of season 2 it became apparent they could not drag this anymore.
Season 3 was just a ""remake"" of season 1 but, my God, season 4 is an awful soap opera...seems almost like a ""filler"" season...no actual plot, no actual action...you could skip straight to episode 7 if u want and still..you wouldnt miss a thing.
Hire better writers, because this cast is impeccable.
                
                    1,543 out of 1,923 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2921,vaishnavchetan416,Very good,10/10,27 April 2020,"Mone haist is not a season but also a life learner all the carector is awesome this is master piece
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2922,LudoBenudo,It's a Dali !!!,10/10,13 April 2018,"From Berlin to Moscow, Rio to Tokyo, 
Denver, Nairobi, Helsinki & Oslo
The professor & Raquel Murillo, 
This was by far the best tv show I washed since breaking bad.
I washed it all in 3 days.
                
                    2 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2923,milana-kevresan,"Nice idea, bad development",4/10,8 April 2020,"Rating certainly not 8,5. It had potential, great plot, bad development. Unnecessary seasons. Tokyo's acting cringe af.
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2924,zeinab-ts,Criminals in movie and in real life,1/10,5 September 2021,"Its crazy how some kids know right from wrong and these actors doesn't. Criminals and oppressors.
                
                    2 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2925,lally_malita,Best series since long time,10/10,10 August 2018,"My boyfriend and i got really caught into this series, it's just great and full of unexpected moments. You just can't guess what happens next. The actors are awesome, each one of the main characters plays their role so authentic. 
I love that Netflix used the original language and didn't double it in English, this way all the emotions are brought 100% into the series. 
Great job! Unfortunately we have to wait until 2019 for the next season :(
                
                    10 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2926,jesper-seitzberg,Way to long,3/10,7 March 2020,"Good from the start. But then it's just the same and the same and the same.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2927,kittychittybang,"It's a 30hr long Heist Spanish Telenovela,",6/10,3 August 2019,"It's a good show but not great! It took them 2Seasons to escape then they spend just 2 episodes on 3rd season to be right back inside another robbery only because they refuse to think. Don't get me wrong, I liked the series but they could have honestly just made a movie...it didn't need 3 seasons to tell it.
The characters are cute, their background stories relatable to some but it won't be for everyone. The Romantic elements didn't seem forced just reckless, who falls inLove with the person holding them hostage, really now!",Money_heist
2928,andrewdgall-648-704275,Overated,3/10,10 July 2020,"Starts well but descends into stupidity dragging out the story lines and becoming more far fetched with every passing minute.
                
                    3 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2929,ddiaz529,First Review Ever,10/10,4 September 2019,"This is not the kind of show I would normally watch but my mom and sister recommended it and I saw a piece of part 3 which looked interesting. Let's just say I was not ready for it to be soooo good that I had to binge all three seasons in one week. I'm honestly about to rewatch it. It was THAT good. This is easily the best TV show ever created.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2930,deepside7,Bloody brilliant!,10/10,26 August 2019,"Excellent cat and mouse between the thieves and the police.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2931,abdul_k,Good Story turned to never ending BS,1/10,3 December 2021,"If i had known the horrible Storyline i would never had wasted my time for this stupid series. The perpetual attempt to artificially create tension and emotion coupled with really weak heroism charged dialogues is an insult to viewers who appreciate good series and movies. My big advice: punish this series with the most honest 1 star rating you can leave.
                
                    9 out of 18 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2932,sameerahotmail,Firsr Two Seasons are awesome but last two.....,8/10,12 April 2020,"Because of the language barrier, I didn't pick this show at first. But I saw a lot of recommendations for this show. So I started to watch. First two seasons are mind blowing and only thing in my mind was, ""Why didn't I watched this series before"". So I continued to watch the third season. Though it got some similarities with the first two season, I enjoyed it. But the last season was totally waste of time. If they drag the same story like this, people will eventually get bored. So I think it's time to finish the 2nd Story line and start a new story line apart from the first two.So If you are looking forward to watch this show, I really recommend it. First two seasons are mind blowing. So first watch them. After that. no argue you are going to watch the other two seasons. Then you decide what you are going to do with the upcoming seasons.First two seasons 10/10
Third Season 8/10
Fourth Season 5/10Thanks",Money_heist
2933,anirudh-uppal,One of the best series so far.,10/10,7 June 2020,I think this was one of the best series i have seen so far. Didn't like Nairobi death though. All characters were amazing.,Money_heist
2934,maxibartosik,"Season 1 amazing, Season 2 very hard to watch",1/10,27 January 2019,"The show starts off really well, hooking the audience on the plot of the perfect robbery. There's great acting from lots of at the time fairly unknown actors (at least to me) and in general the cast seems like a great fit for their characters.For season 1 I would call this a really good series with very few things one could criticise. Towards the end it starts to drop off a little though with things feeling stretched out a bit.
With season 2 it all starts to go downhill. I won't spoil anything but it really becomes very cringeworthy to watch, it almost feels like someone wrote a parody on romance and action movies. It continues to become less and less believable to a point where I personally just gave up and let it happen waiting to see the end. Especially at the very end there's a scene with the main protagonist and it was so embarrassing to watch, it made me feel embarrassed about telling my friends how great this series is after watching the first couple of episodes.It feels a little like the writers were pushed to add a second season and add more drama and excitement through stupid and stereotypical action scenes. Unfortunately this is not suitable to just watching the first season so the series is ruined by the second half, definitely a real shame.",Money_heist
2935,dalgaard97,Saw neymar and then the show died for me,1/10,30 October 2020,"Thats how u kill a TV show. Don't put in shows - keep him on the football field if even there...
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2936,suzan-khatib,Supports genocides and ethnic cleansing,1/10,5 September 2021,"Supports genocide, ignoring the suffering of the Palestinians.
                
                    4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2937,ggarra13,Watch until season 2,10/10,16 May 2020,"Watch until season 2 which is 10/10. However, season 3 and season 4 specially go downhill pretty fast with a lot of unrealistic elements. Avoid them at all costs.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2938,bahae_ch,Masterpiece!,10/10,4 February 2018,"One of the best series I've ever seen! action in every episode, and the level of drama is maintained until the very last minutes
                
                    15 out of 28 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2939,prasurhythm,NOT WORTH WATCHING,1/10,26 December 2019,"This is probably the worst series I ever watched on Netflix. How is this so highly rated and popular is beyond my grasp. There is no logic, and the acting my most of the actors is terrible (esp Tokyo..couldn't even watch her scenes without skipping) And the lead inspector is the worst written character ever. Such a joke!
                
                    20 out of 31 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2940,lolnothing,Wonderful piece of work,10/10,17 October 2018,"Wow!
Where did that came from? Totally unexpected, exciting, thrilling and yet full of action, smart but grounded and realistic series.I drank it all in 4 days. All two seasons and in one word: overwhelming. Totally recommended!
                
                    6 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2941,strader28,Good plot...terrible acting,6/10,18 April 2020,"Is it just me or does the acting suck? It's almost not worth watching at times. I'm watching it in english so maybe that has something to do with it?
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2942,markusb53,Huh?,1/10,7 July 2018,"I started watching this show because of all the great ratings it has received. And I'm sorry but I just don't get it. This show is absolutely terrible. Many of the positive reviews talk about how unpredictable it is. Yet I find the show highly predictable at every single turn in every single episode. The infighting between the different police agencies during the hostage taking is laughable. This is been done over and over and over. These bank robbers have to be the sadest bad guys (and girls) a TV series has ever had. To each his own I suppose, but I recommend taking a pass on this one. Oh, the acting is B level.",Money_heist
2943,nunginwzaa,One of Dont make any sense Series,5/10,18 April 2018,"Somany wth things that actor did and why,Did like that for what? Bahbahbah .they like a pro at first and soon you will know they Dumb robber.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2944,bida855,"Great premise, missed opportunity",7/10,20 July 2018,"Awesome premise, the concept and character roles are incredible. Part 1 kept me on the edge of my seat waiting for the next episode. Part 2 was a waste of time. Characters unravelled making bad decisions and infighting, screen time was wasted on useless talking time, you'd forget the cast was actually trying to get something done. It was entertaining to watch but limit your expectations. This had potential to be a truly excellent series.",Money_heist
2945,davidjerez71,Masterpeace for 2 seasons,9/10,29 August 2021,"Like many others have written I also agree that the first 2 seasons was a masterpiece. Then they
just tried to stretch it until it got bad. I pulled myself thru season 3 but then I stopped watching.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2946,cyntiahbayter,A MASTERPIECE,10/10,30 June 2019,"The best series I have ever watched. All the actors rock 😍
Can't wait for the next seasonnnn!!!
                
                    7 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2947,oerenel,2 characters make this whole show unwatchable,1/10,24 October 2018,"Well there are two characters ""Tokio"" and ""Rio"". They are literally piece of garbage.
                
                    12 out of 22 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2948,s-i-n-n-e-r,We loved it.,9/10,13 May 2020,"Everyone has different reviews. But my fella and I loved it. Even though it had English voice over. Granted there were a few cringe worthy moments but that's what makes it not run smoothly. Be pretty dull if they made no mistakes. The heist team are great and I have to admit I shed a few tears too. So come on crack on with season 5 we are waiting.
Watch it and see for yourselves if you like it or not, if we had gone on the reviews we wouldn't have watched it and we couldn't stop.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2949,stefmajster,Gay scene in the last episode,1/10,11 April 2020,"Was that gay kissing between Berlin and Palermo in the last episode of season 4 really necessary??? I stopped watching because of that!
                
                    4 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2950,andrei_andi20041,Boring,4/10,11 April 2020,"The idea of the series is good, but the crew is made of amateurs.
They have no guts and they are not even able to shoot someone.
                
                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2951,prasadmv511,Even Bollywood makes better shows,1/10,31 December 2021,"Except 1st season. Rest all seasons has severe plot holes and makes no sense.Really bad tv show.They kept the show running and false media just to capitalise.
                
                    3 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2952,arnas-langaitis,an average melodrama with horrible writing disguised as a heist show,4/10,18 April 2020,"The creator of the series had the right idea and a lot is done right.Writing, however, is what absolutely ruins the show. My problem with it is that every character in the show is an absolutely obnoxious idiot who couldn't mug someone in a wheelchair let alone pull off the ""biggest heist in history"".Characters feel like they we're written by a six year old's kid definition of a 'bad man'. These people are portrayed as the top criminals in their line and fail to convince you so every chance they get. The professional thief doesn't know what fingerprints are, the hacking prodigy leaves a hostage alone with her phone to discuss relationship with his girlfriend, the impulsive fightstarter backs down from anyone who speaks to him in a tone (including hostages). Half of the events wouldn't happen if the characters were not morons.Everyone is overly melodramatic and get butthurt over minor things instead of focusing on what they need to do. As the title says, it's a melodrama not a heist. The show tries so hard convincing you there's tension but there isn't any. Not a single action has any consequence, the characters are not presented with difficult choices. The only thing that seems to be in risk are the fragile feelings of the main characters.If you're familiar with the concept of show don't tell, money heist is the opposite. All tell and no show. Hard to believe that this has such a high rating. I watched the first season and hoped it would get somewhat better in the 2nd but it somehow got way worse.Don't waste your time.",Money_heist
2953,nepon1979-798-126980,Most Disgusting Series,1/10,9 July 2021,"Totally a waste of time, could not watch after 1-4.
                
                    2 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2954,mesuthany-802-838821,Don't go for more seasons please!,7/10,9 April 2020,"First 2 seasons it was great and loved my time to watch. Then 3th Season with similar story, you can see while you are watching what's coming next! So where is the excitement on this and what is the point? Just ended where it suppose to be! And now you will come with season 5 and it will follow 6, 7, 8...just funny :)
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2955,cartermckaughan,Great First Season.....but,7/10,3 June 2018,"The first season really hooked me with a very impressive idea for the perfect heist. However season two really fell apart. It was almost as if a different production crew took over. Way too much emotion, drama, love etc. The ending is not only awful, but totally unrealistic. There is no way some of the stupid decisions made by the police would actually happen, and no explanation is given as to how one of the key characters just walked away. Worth watching, great cast, but just a train wreck of an ending.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2956,nour-elyan,Not the pinnacle of spanish tv,1/10,5 September 2021,"How people compare this to classics as the best series ever is beyond me.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2957,rodisionfire,4 season catastrophe,7/10,4 April 2020,"Imdb please put a zero in the rating, 4 season is very very bad :(
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2958,sandeep_oxide,gripping,9/10,15 April 2018,"Intense watch and lovely characters... good plots.......
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2959,hosamgad40,part 4,1/10,10 April 2020,"The fourth part is not worthy of the final in the series, it is a disappointment
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2960,ufuksaritas,Bad season 4,2/10,28 November 2020,"Should have ended in season 2.
Season 4 is a fiasco. They shoot at the security guard from all four sides, but they are not shot even in the hand or leg. And other fictional nonsense. Season 4 was the last season for me. I will not follow anymore",Money_heist
2961,kostasn69,Season 4 waste of time.,3/10,9 April 2020,"First time in my life I feel like that for a serie. The first two season are great. This has an Awful screenplay and a lot of fake scenes. Nothing to do with the robbery.
They are trying to make robbers heroes
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2962,shaima-alkooheji,Perfect...,10/10,26 August 2018,"Most see it... I really enjoy watching it i be so excited to watch the next episode...
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2963,stevenpollock2000,Can't understand all the love (or hate),5/10,21 August 2018,"This series has more holes than a sponge. Mastermind and team train 6 months to pull off the biggest heist of all time, then one by one try to screw things up. This show almost has a great story, but is let down by flaws so massive you just think WT¥. Unfortunately the holes get bigger towards the end hence more frustrating. For once a US version of a European show may improve on the original.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2964,panoszafas,Fans are bipolar?,8/10,4 June 2019,"It is a great non-hollywood european series. It is well paced, well directed, actors are selling their characters well mostly. It is a pleasant romantic fiction adventure, with a superficial revolutionary message which will make you probably have a good time if not biased. It is generally well done in most aspects, esp. If you consider that it is spanish. It's not a 10/10 and certainly not 1/10. What I mostly read here is bipolar reviewers based on their personal feelings which have to do with their expectations due to hype,or other things that have nothing to do with reviewing the show.
                
                    187 out of 316 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2965,adrianadeieso,Brilliant!!,10/10,17 July 2019,"WOW! JUST WOW!!! I just finished Season 1 and 2 of this series and I am hooked! I cannot wait for Season 3! Each and every episode keeps you hooked, I had to continue watching episode after episode! To all the reviews about characters ""not doing their job"" yes things do not go to plan and characters do things to jeopardise the plan however if everything went to plan it would not make a good series and keep it interesting. Love love love this series!!!
                
                    7 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2966,rustamaliyevbaku,Netflix VS Art,1/10,2 May 2021,"This mas an art (1-2 seasons), then came Netflix, with its stupid regulations and destroyed the series.I intentionally came back, to change my review from 8 to 1.This is what Netflix doing with the industry.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2967,stellapopova,Promising at the beginning. Gets dull very quickly.,5/10,16 December 2019,"In today's sea of series you need to be much more creative in order to get 8.5. I have no idea how these series are so highly rated, but if you are used to professionally done TV series you will get annoyed very fast with this one. A lot of gaps in the story. No movement. Professional robbers doing stupid mistakes.... and so on.
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2968,damiangod3,Overhyped,6/10,15 September 2018,"After all the hype surrounding Cas de Papel, I decided to give it a try. I won't lie, at first I was hooked. The whole concept of this ""impossible heist"", the mysterious plan, the interesting characters and the tension gets you invested. But as the show progresses, the plot seems to start to drag, the show switches over it's focus from the actual heist, to the all the love stories going on. And trust me, there are a lot! Everyone of the characters seem to find the love of their life, all while casually robbing the Royal Mint of Spain. Even more, the heist-men suddenly shift from following the plan they had been preparing for 5 months, to not caring about it at all. Especially some of the heist-men's behavior just becomes irrational and childish. Don't get me wrong, I am willing to overlook some details in an action show, but this series requires you to completely switch off the logic in your brain in order to watch it after some point. For me, this show feels like the writers had a good idea, and then just didn't know where to go with it, ending up with a bunch of cliches.
                
                    6 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2969,agnks13,"Success isn't about quantity, but quality!",7/10,7 April 2020,"Money Heist - La Casa de Papel is the perfect example about knowing the limits and setting goals. The first two seasons had plot holes, mistakes etc. but it was exciting to watch undoubtedly! It was one of the most thrilling shows and this was the absolute success! However, the next seasons did everything wrong just for views and of course money, marketing and commercial.. The same thing over and over again! It's just boring now..
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2970,mahmood_assal,Don't watch,1/10,4 September 2021,"It became a Bollywood movie after season two, and it's just repetitive.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2971,jlvr182,Very entertaining,7/10,9 April 2018,"Good action, heart stopping moments, very nice acting. Pretty good overall!
 Gave it an 8 cause I hated Denver's laugh and the scene where the police couldn't stop Tokyo from getting back into the museum was a little unreal.
 Hype, but unreal.",Money_heist
2972,kevin-av-ring,EPISODES ARE MISSING!!!,10/10,20 March 2020,"The episode list is wrong. First season has 13 epidoses and second has 9. Could somebody fix that?
Btw it is my favourite show of all time, simply brilliant script, with extraordinary acting.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2973,moh-omar,Intense,10/10,26 January 2019,"Every episode is exciting and some real good performance by many of the cast.
                
                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2974,underrain-898-260926,4th Season is just amazing!,10/10,5 May 2020,"Great series and 4th season is above all the best!
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2975,saikrishnaprasad-k,Marvelous!!!!,10/10,6 April 2020,"Season 3 and 4 are just phenomenal. The last two episodes of season 4 are gripping and intense! Professor never disappoints us!
                
                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2976,smartyvipulchandak,A great show which got ruined because Netflix wanted to make money.,8/10,9 April 2020,"1st 2 seasons were intense and things made sense.
Easily binge watch worthy.
Rating for them - 8.53rd season was pretty average but wasn't that bad
Rating - 7.54th season
(rating - 6.5)
Way too many plot holes people are doing anything
No character development
No feelings for those characters apart from 1 or 2.
Remove gandia and nothing to watch in it.
Rio is the worst actor ever.
This series will go down hill from here.
Disclaimer - I have watched dimdb top 250 movies and TV series too
Moreover I have watched movies from various other countries in various languages.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2977,igor-tatar,"Netflix, are you ok?",3/10,8 April 2020,"Characters are changing faster then the light moving thorught the universe, unable to track the logic of them and all because of LOVE. That's not a heist movie, it is a romantic comedy of stupidity. I really like the heist part (1/10 of the movie) and it is incredible, but the truth is that Netflix is trying to highlight one part and forgets about the other, too much plot holes, too much drama, too much values that are not in the right place at the right moment of time.
                
                    13 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2978,bashar-nowshin-918-956113,Must to be on your watchlist,10/10,6 August 2019,I'm so much addicted to this series. Love all the twists and turns. The direction of storytelling is so damn strong which makes me fall in love with all the characters.,Money_heist
2979,aliabuelezz,Amazing,10/10,9 October 2018,"An AMAZING series ! I liked it alot , wish it was more the 2 seasons",Money_heist
2980,ba01109,Dumbest tv show of all time,1/10,30 April 2020,"Genuinely haven't a clue how this mess of a show became this popular.
                
                    11 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2981,inside-heart-01,Sleepless night passed,9/10,20 August 2018,"Just came across the name of this series when I asked my cousins to give me few names for my eyes and brains to see and think.It started slowly and accelerated like G_force that I continued seeing it for a whole night at a stretch, always thinking and trying to guess the twist. But in vein till the very end.Acting was awesome specially by the professor and the berlin.Over all very pleased, waiting for another name.
                
                    5 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2982,vivekaltruist,Season 4 is disappointing,1/10,11 April 2020,"Season 4 is very slow and disappointing. Writer could have done a better job.
                
                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2983,abdulmiah1996,Mind-blowing,10/10,19 April 2020,"This show is just mind blowing. Best show ever made. I literally couldn't stop watching. It's soo addictive that one episode is never enough and the plots are just beyond shocking. Masterclass
                
                    1 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2984,treliving,Absolutely terrible,1/10,11 August 2019,"Do yourself a favor and don't even start this series. I pushed through season 1 and regret doing that cause I felt committed and had to see it through. What a disappointment and 17 hours of my life I'll never get back. The plot is poor, the storyline is predictable and the acting. Oh my the acting, just terrible. I actually was forwarding through episodes in the last season cause I knew by then what was filler and what was, and I use this term loosely, important. Just don't do it. You've been warned.
                
                    17 out of 26 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2985,alisochka5,Simply amazing!,10/10,12 April 2018,"Enjoyed with the movie to the maximum!! Really great idea, nice plot, actors are good !! Every episode I watched with a big interest!
                
                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2986,shayanahmedhassan,Intense!!,9/10,25 April 2018,"Extremely intense show, will keep you on edge for that next episode. All actors are fully immersed into character, some you would hate and that's the beauty of a great actor, some you would sympathize with. 
The plot is just some robbery but the way it has been portrayed, played, written and directed will simply blow your mind.
The series deserves a 9/10.
                
                    3 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2987,poogooroo,Loved it!,9/10,5 August 2018,"Criminals are not exactly the smartest bunch of people in the world as they don't have as many options to go to that line of work. So expect a ragtag group of people with several faults all held together by someone who isn't really a criminal but a planner. Things never go to plan and it was really interesting to see how he tried to account for many events and expected reactions of the police. Expect to eagerly await each series as you get drawn in to the many characters of the movie. Really enjoyed and can't wait to see more....
                
                    7 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2988,umair0811,Worst season so far.,1/10,8 September 2021,"Its the worst season i have seen i my entire life. RIP Money Heist.
                
                    5 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2989,michellewandance,Absolutely spectacular!!!,10/10,26 April 2020,"What an amazing series best i have seen for a long time
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2990,mert10der,Cliché,1/10,8 April 2020,"The first season isn't even good enough to be watched outside. Why is there a Turkish character that looks like an Arab? what's the point here? What does he contribute to you and the script?
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2991,ajozic28,"Further it goes, worse it becomes",3/10,5 September 2021,"It's beyond my understanding how could anyone think that this amount of soap drama in every other scene is a good idea. It's just ridiculous and frustrating to watch, especially season 5 where action should kick off. Example: In the middle of a fighting scene they suddenly decide to talk about nonsensical stuff, feelings and other bs. And they do this all the time. It's like they intertwined action movie with the cheesiest soap opera in existence.If you are starting to watch this show, take my advice and stop at season 2. Up until that point it's fairly fun show and it has a decently wrapped ending. What they did later is just a waste of time.
                
                    2 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2992,sampolenzi,This is so bad. Don't watch it.,2/10,8 April 2018,"Storytelling very poorly crafted. Bad acting. It's ridiculous. If you don't want to waste your time, don't watch it.
                
                    3 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2993,swegon-papa,History is made,10/10,5 April 2020,"La casa de papel.. Money Heist.. I personally think it's the best tv show ever.. for the rest of the 21st century!!!
Bella Ciao :D
                
                    2 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2994,Chuck_Neeson,Beurkkkkk!,1/10,28 April 2020,"This series doesn't make sense. Absence of logic. The police inspector in charge is the worse i've seen. They're talking about their plans at the coffee shop. It's a nightmare of a series. Potential was good, but lots of the scenes are illogic and wouldn't happened in real life. The robbers and police tactics is just not believable.I rather watch an avenger movie, it made more sense. I'm not blaming the actors but the script. Somehow, they always find a way to get out of it.Sorry it's a no for me!",Money_heist
2995,ism-alhabbash-16-641376,Protest Review,1/10,5 September 2021,"Iam denouncing the cast interview with zionests media .They're occupying may land and killing my people daily .I was a huge fan to you and your series but I am sorry, my values firstly.
                
                    1 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
