,review_title,review_text,class
2823,must see,finished seson dys nice serie lot different vrieties scenes spnish lnguge not bother ctully like,2
2824,gem,one best shows netflix tke risks americn shows not netflix mking third seson,2
2825,miss series characters,fell love chrcters felt connection mzing writer puts humnly emotions dilogues despite tht something illegl wnt tht relly enjoyed whole series finl seson sometimes succesful series get feeling ehmm ending like not mke sense not expect tht would good cried lughed got chills lst episodes gret ending gret series wnt tht quiet mzing spnish series wtched world tht hve chieved firsts spin big wow,2
2826,cheap copy inside man,gree lot reviews tht relly sop oper feel tht producers hve tried dpt plot movie inside gret movie opinion mde even worse lot chrcters relly nnoying heist show switching show especilly singing strted,0
2827,not get high ratings,hgh rting not reflect ctull qulity show verge nothing gree fun seen kill spre time clling show gret shows lck experience good shows wtch breking dexter got shield lost wnt ppel even close terms qulity cting plot intrest mny plot holes mny predictble moments not fll hype not gret show like people hil,1
2828,mildly addictive utterly ridiculous,gets get fetched goes pretty stupid stuff hve dmit little bit hooked wnting see ended obviously ridiculous,1
2829,love love love,funny kind series tht sucked love story relly not serious believble fun chrcters endering everyone round could not get enough hope sesons,2
2830,every day spain improve great drama cinema,spnish drm cinem love ppel wesome series hve seen gret sound effects gret vfx gret story gret ctors gret cmer gret netflix,2
2831,garbage garbage garbage,wtched lot series genres worst series hve ever seen cting plot story imbd hve negtive str rting,0
2832,absolute dumb series,seriously wht wrong high rtings cnnot digest cheif inspector knowing professor still plying like teenge girl misled love despite knowing hnger ddress even iot logic angel recovering com inspector not telling others bout tht series reson mke mockery viewers could not even understnd getting high rtings,0
2833,one dumbest show ever seen life,spnish police dministrtion dumb shown series god help logic behind robbery tht not steling people printing money lso one dumbest logic pplied history heist movies series hve even herd word infltion wsted hrs wtching seson guy girl wtches lot qulity movies series plese not wste time,0
2834,explain couple words,bsolute tret wtch loved every second cretivity execution second none men ctully come script like bsolutely mzes excited th seson would like money heist continue sme vein tht without hving compromise drenline rush receive wtching show,2
2835,watch spanish,super series different compred hppy end series,2
2836,waste time,seson rel store fter tht ccessory wste time,1
2837,could give would,tight script little fluff originl ide gret ensemble chrcters ctors,2
2838,masterpiece,one best robbery ever seen life every chrcter fntstic,2
2839,weak,good ide completely fils execution script flwed completely unrelistic one believe spnish police not hve clue shoot,0
2840,hyped skip,not understnd hype round ctors verge story nothing specil visul effects nything tht mke sit bck wit next episode missing first show tht not mke wnn see wht hppens next even fter drgging entire seson think wtched becuse relly wnted understnd hype,0
2841,sooooooo good,would set never wnn give show relly hhits brillint exciting sure repettive police loses intellect show goes love chrcters spnish flir seeing spnish totl ducking delight gret job much feelings,2
2842,started great man bad,strt originl exiting following sesons like wtching musicl ply cting writing sme viewer not tking seriously becuse emotions overdone wyyyy much subtlety wht ever could gret,1
2843,stupid writing,belive stupid writing scens mny mistkes like monic bthroom sectretly berlin comes looking denver bout button mustve herd tht tlking loudly flushes toilet lmost dies stupid tht ahhhhhhhhhh plese kill dont wnt wtch,0
2844,good bad ugly,reviews bove frud pid good plot cting ugly script story flwswht wste,0
2845,fantastic,fun wonderful plot story beutiful,2
2846,stopped season,got greedy ruined good series lern breking learn quit sailing high,0
2847,hyped show waste time,totl show complete time wste plot convenient robbers police shown super stupid common sense completely ignored mke plot drmtic not understnd hve good plces,0
2848,best serial,hope new sesons come importnt sequences whole story missing men escpdes,2
2849,not good,story good direction scene tht gnd shot thn mchine gun shots not drop blood come close ridicule mke mtters worse next scene pistol shot cpble knocking,1
2850,masterpiece,brilint work everyone series not get enough give wrds bell cio bell cio bell cio cio cio,2
2851,populist sings bella ciao,fist think surprise complex ide wit serie tht tries mke everyone hppy fter wtching could cting loctions soundtrck fine story line not relistic dont diminish min chrcters correct time criminls power freedom considered estimted,1
2852,excellent show,excellent show interesting scenery everything fntstic,2
2853,great story line worst direction acting,tried relly tried like gret story line worst direction cting ever seen high rtings must pid rtings,0
2854,excelent,wtched husbnd love spnish problem ccent different one tht fmilir live chile witing third seson,2
2855,overrated nonsense,wtched bout episode giving premise good quickly descended frce,0
2856,begin awesome,first sesons wesome lter wht mess storyline not mke sense much emotionl dilogs extr side stories relly not interested stop seson try get everything,1
2857,absolutely breathtaking,fell love show cting csting sets pssion messge everything perfect one fvorite shows ever,2
2858,took,wht got first time people spend lifetime hve good pyed job wht bout hlf yer spend perfect robbery mke millions hve seen ist could not stop stopped becuse not wnt end,2
2859,ignore star ratings,lot people must brinded like series think must brinded not feel nything wtching series not perfect minor plot flws yes chrcters cting idiotic sometimes overll enjoyble anywys wtch mke mind not listen hters pretending professionl critics believe could not even write two pge essy,2
2860,freepalestine,freeplestine stnd ginst innocent people killers isreli soldiers crew stnds hereby prove,0
2861,overated,telenovel much drm heist ction,0
2862,good season,amzing cst love new seson goddd,2
2863,binge,wtch one episode without conscience tend mrthon mode bell cio bell cio,2
2864,part review,gret series gret seson relly disppointed nirobi tken end chrcter could hve died fighting ghndi not killed rmed fighter,2
2865,phenomenal,one best series hve ever seen yers life plot cting ction cinemtogrphy non stop plot twists not enough bout netflix kicking series well series spin,2
2866,good series,good series never wtch series otherwise one good drm love suspense mke series good good chrcters music looking forwrd seeing next episode would imgine seeing bout series gin,2
2867,honest review amazing series,could not stop wtching episode fter episode becuse clever cliffhngers beutiful series full ction drm like symbolism rwness series however decisions certin chrcters felt chrcter decide ccept choices chrcters relly not stop wtching lest could not love get know everyone series becomes personl prt becuse flshbcks relly get know chrcters felt somewht confused ctully strted see min chrcters good guys interesting relize society mkes believe tht good like night series show tht everyone humn problems motives strict line person good person conclude cting zing series definitely worth wtching like smrt thrilling emotionl journey sitting edge set,2
2868,season example bad series,erth people keep wtching seson terrible development disppointing,0
2869,would good movie mediocre series,smrt script get ction good mybe two hour movie tried fill two prt multi episode series tht not well detils almost professor scenrios beyond believble mny detils truly outrgeous would hve good movie not mediocre series tht simply tking much time,1
2870,boring violent realistic soap opera teenagers,originl ide however looks sop oepr teengers quite irrelistic,0
2871,epic,brilliant series one best seen mny yers lost much sleep hving wtch episode fter episode ddictive honest rting sme legue breking not wnt series end hlf seson,2
2872,overrated,overrted series world,0
2873,absolutely overrated,story plot chrcters worstest series ever seen gve two strs shrp imges chrkters wnt professionl hijckers professionl cops never ever movie series mny stupid chrcters occupied bnk dys cops cut energy supply building seriously lol,0
2874,not review anticipation,professor denver helsinki die seson scene nirobi red dress showed berlin moscow oslo died first sesons,2
2875,keeping con,money heist strts breth fresh superb story full plot twists excellent performnces professor becomes household nme cross world every costume prty men women dli msks jumpsuits would rte show second seson pot full gold netflix greed steps returns seson fter seson mny plot twists one hve sme chrcters concept everything feels like drg heist pulled one netflix best ott pltform feeling het competition trying keep csh registers ringing con,1
2876,good actors bad story,first seson intriguing exciting second seson ppered though story lost fillers put complete seson episodes wtched logic lost would hve good show series better logic concise pity tlented ctors,0
2877,need watch season,first two sesons lthough insensible drm storyline good brillint fter seson storyline meningless drm recurring insensible events,1
2878,refreshing brilliant,amzing script ctors sets originl spects gonn tke something sublime top series similr ctegory,2
2879,good beginning,relly good relly sucks nonsense situtions stupid chrcters tht mke film becomes relly movie needs new director cnnot hire kid mke film worth mrk worth mrk,1
2880,really,poorest cting history cinem not understnd success,0
2881,outstanding,series one best series ever seen script cting incredible,2
2882,two season catastrophic,first second sesson gret fter relly ctstrophic gun ctions unbelievble insults intellect becuse concept series detils seson zero points,1
2883,real junk,plot full loopholes rhythm trdiness cting pompous completely dishonor netflix reputtion pinch nose shorten pin fst forwrding not hesitte give one str,0
2884,huge disappointment,never posted must gree lowest rnking opinions poor written predictble zero chrecter development skipped lst one everything expected still not understnd huge hype,1
2885,best thing internet,best thing internet best thing internet best thing internet,2
2886,really bad,whole plot not conclusive seriously pinful wtch people need tlest little logicl connections,0
2887,another prison break lost far many season,like lost prison brke series strted gret went hill fst rd seson strt sking unbelievble episodes used fillers mybe looking much going pull big job like would get involved copper chrge cpturing gve wtching still constntly reminded netflix wtch,1
2888,addictive,not stop wtching impossible unlike story,2
2889,money heist,looked first two sesons one breth strted wtch third one not even understnd wht film shot monstrously everything tightened ply bdly dilogues uninteresting rtificil including emotions quit wtching episodes,2
2890,festival clich,one worst netflix productions ppel combintion lme novels steven segl ction supported bsic cliffhngers remrkbly good direction reson strs cinemtics continentl europe stndrds shme tht prised good spnish entertinment spin europe much better offer,0
2891,great series,hve positive things bout series one best writing seen long time chrcters different interesting plot fresh unpredictble,2
2892,absolutely amazing,series keeps edge set times gret mount ction meningful messges long highly recommend,2
2893,money filming,not possible use footge rel house currency impressions money ctully mde newspper,2
2894,kudos makers,perfect trill goosebumps series awesome show mde robbery proffeser wesome stroy gret never revels wht going hppen next st episode ddicted show kudos mkers,2
2895,season stretched stupid nonesence,seson good seson relly relly stupid wste time,0
2896,poor soap opera wrapped dodgy heist,given strs mtch number episodes could stomch show lost crims strted behving like poor cliches sop chrcters cring bout personl lives hostges police thn ctul tsk hnd tht unbelievble give reding critic reviews cused question whether not hve seen sme show tried wtch,0
2897,stopinng watching end season,reding reviews cler tht end seson two best point stop think mking right decision,2
2898,,yiu hve free time wtch movies first two sesons nice interesting goddmn tokyo rio rquel mkes wnn puke pity ctor ctress plying third seson probbly ruined creers absolute disstrous screen writing tht not sense relevncy viewers,1
2899,disappointing although not deserving star rating rating imdb,mny included use pltform efficient time try seek wht would seemingly best shows movies little reserch needed aprt niche types films either loved hted imdb used relible source time pssed grew populrity see instnces unworthy titles getting flooded str rtings sometimes get blnced mny str rtings leving funny inverted bell curve not things work unfortuntely wht get let strt good first initilly story interesting since generl plot originl ingenious tht bout could gret series let tell personlly think things went wrong strts writing writing atrocious stted bove lthough general plot story gret entire thing unfolded mistkes upon mistkes strted piling forming plot holes hilriously impossible nonsensicl scenrios chrcters seemed one two dimensionl never even shdow sort chrcter development kept wtching soon cme relize tht show mde mindlessly wtched ctering msses dily dose sex violence tension delivering little substnce reflect mke worse couple cting not sure becuse directing ctors end del ppel entertining seek procrstinte filling time nothingness ctully looking complex well written series might wnt look elsewhere two best exmples could give westworld true detective true msterpiece true rting,0
2900,becomes predictable,exciting strt cnt not keep excitement episodes like wtch becomes predictble,1
2901,one best time show,love show everybody see mzing msterpiece,2
2902,laughably bad show,everything bout show blnd cliche show strted nice ide execution feels like yers old wrote script min cst chrcters first introduced pro thieves lter turn bunch mindless mteurs police even worse dumbest police find show romnce stupid cringe mterilfinlly finish good note guess thing liked berlin,1
2903,insiders men,inside compre ache akwrd copyct sew,2
2904,waste time,ridiculous plot hours never get bck chrcters thin shllow cops mde look completely incompetent writing terrible ctors best poorly written plot script not wste time drivel,0
2905,drastically reeled love,yes holes clerly left wide bout big storyline fill show well put together gret heist story fell love immeditely lst episode prt overwhelming ters tht know show could not hve possibly gone perfect not understnd could negtive reviews bout relly portryed mzing eye opener relly good guys guys certin criminl ctivity,2
2906,not know show good,fscinting never thought tht show tht good wht mde good experience different resons pcing series first time tht wtch show dys tke plce episodes episodes get live hour two world chrcters single scene tht use convenience plot lso not single boring one ech converstion incident hppens reson tht develops chrcters lern things bout world ppel chrcters relism humn nture chrcters not perfect writers use tht lck perfection fvor development chrcters police members not perfect gng members not devils relly liked show give however spects tht kind ruined especilly end seson exmple chrcters smrt sometimes unrelisticlly tht smrt behving nively tht not convenient,2
2907,totally unrealistic average heist show best,relly like heist movies thought relly going like show wtched prt end show proved hit miss positives times entertining not tke seriously ctors relly good negtives huge plot holes not mention becuse would tke much time completely ruin min story warning spoilers hed biggest plot holes resolve round clled intelligent professor tell angel lives lest vicinity lives becuse angel shows front door soon fter tht let angel hideout mkes sense whtsoever angel not sure tht slv building could could hve wrong building relly esy simply not open door angel not hve serch wrrnt also sme time crisis heist mkes even sense not let still lets llows angel tke fingerprint test cider decision cuses com angel lso lots suspicion rquel let tokyo tke prt heist completely unstble cnnot tke orders stick pln ticking time bomb nowhere ner heist also bck fter set free serbins plce surrounded police snipers trined gunmen mircle not shot seriously miss still ends cusing moscow deth lone hideout hired serbins uses towrds end smrt hndle heist sty put hideout let serbins dirty work like remove fingerprints used dig hve lso kept rio hideout guy ded weight heist hcker could useful working behind scenes not let serbins dig hole towrds vult even strted heist perhps someone would notice noise doubt even could hve sked serbins strt digging gin second tem enters beginning heist professor keeps sying tht gining time key success heist focusing digging seems obvious gin focus comes end mke berlin leder heist definitely ledership qulities lso ordered kill hostge mny options also guy mnic litterly rpes women show professor keeps sying tht public needs pprove heist tht difficult guy like chrcter berlin interesting chrcter plyed mzing ctor gret ddition show not mke sense pick leder escpe filippines know looks even could hve esily closed city streets extension borders irports etc end professor sys tht pln perfect except fct tht fell love rquel course complete horse crp becuse pln ridiculsly flwed ctully mircle police work tht mny got list goes get point tke plot holes force story point show crzy mount show simply lcks relism,0
2908,likable characters,would concentrte heist quit showing much bout goofy personl lives would much better,0
2909,amateur,show ridiculous not know get rting gret ide lredy third episode completely ruined denver psyhtric giving money hostge explining not get bortion tht shot tigh hostge pretending ded ridiculous denvers dddy sleeping middle rid high profile negotitior middle heist home wnt rrest husbnd becuse went dughter sitting hours cffe heist going five months plnning everybody cting like spoiled children without professionlism totlly mteuristic show gve fter fourth episode becuse ridiculous,0
2910,amazing show,loved show good production good ctors lot suspense stress unexpected twists turns sometimes becuse get ttched chrcters witing following,2
2911,potential gets stupid,becomes quite boring quite quickly inside better heist ledge rpid exchnge boring sop oper grbge,0
2912,stop season,sesons gret seson verge best fvor not even bother strting seson dilogue writing deteriorted level ridiculousness plot seems forced chrcters obviously stupid story intended hve plot armour thicker thn vult wlls spnish reserve bnk someone getting shot people mchine guns couple meters getting without much scrtch bullet proof vests seem chnge bllistics never disppointed show seems money swift relese dictted recent seson,0
2913,overrated series,getting mny recommendtion web socil medi strted wtch series money heist beginning sking questions gin wouldoes series worth wtching not story severl loopholes poorly constructed lso cting cst disppointing sometimes hppens tht find something good even verge type series however unble find good qulity series yes hve completed wtching first series wondering not like series finish first prt took bout two months complete first episodes complete opposite binge not know spnish wtched series english subtitle first subtitles poor dilogues lme shllow serious viewer qulity plese not wtch,1
2914,fully,chrcters series idiot expected see smrt people solve hrd puzzles problems creted idiot chrcters problems getting solved nother idiot professor idiotic sty series think hve couple brin cells,0
2915,perfect people not like super long series,series sty mind long time could not stop wtching episodes per respect,2
2916,supporting palatine,ctors tht loved strted mke rel che enemy humnity not deserve support comes humnity,0
2917,best today,best wtch tody breking second plce history,2
2918,marvellous,epnderful series witing despertely forth fourth seson,2
2919,classic soap opera,chrcters unbelievbly dumb not wtch,0
2920,ended season,well writers producers outdone strted good ide intriguing chrcters elborte plot end seson becme pprent could not drg nymore seson remke seson god seson wful sop oper seems lmost like filler seson ctul plot ctul ction could skip stright episode wnt still wouldnt miss thing hire better writers becuse cst impeccble,1
2921,good,mone hist not seson lso life lerner crector wesome mster piece,2
2922,dali,berlin moscow rio tokyo denver nirobi helsinki oslo professor rquel murillo best show wshed since breking wshed dys,2
2923,nice idea bad development,rting certinly not potentil gret plot development unnecessry sesons tokyo cting cringe,1
2924,criminals movie real life,crzy kids know right wrong ctors not criminls oppressors,0
2925,best series since long time,boyfriend got relly cught series gret full unexpected moments not guess wht hppens next ctors wesome ech one min chrcters plys role uthentic love tht netflix used originl lnguge not double english emotions brought series gret job unfortuntely hve wit next seson,2
2926,way long,good strt sme sme sme,0
2927,hr long heist spanish telenovela,good show not gret took sesons escpe spend episodes rd seson right bck inside nother robbery becuse refuse think not get wrong liked series could hve honestly mde movie not need sesons tell chrcters cute bckground stories reltble not everyone romntic elements not seem forced reckless flls inlove person holding hostge relly,1
2928,overated,strts well descends stupidity drgging story lines becoming fetched every pssing minute,0
2929,first review ever,not kind show would normlly wtch mom sister recommended piece prt looked interesting let not redy soooo good tht binge three sesons one week honestly bout rewtch good esily best show ever creted,2
2930,bloody brilliant,excellent mouse thieves police,2
2931,good story turned never ending,known horrible storyline would never wsted time stupid series perpetul ttempt rtificilly crete tension emotion coupled relly wek heroism chrged dilogues insult viewers pprecite good series movies big dvice punish series honest str rting leve,0
2932,firsr two seasons awesome last two,becuse lnguge brrier not pick show first lot recommendtions show strted wtch first two sesons mind blowing thing mind not wtched series continued wtch third seson though got similrities first two seson enjoyed lst seson totlly wste time drg sme story like people eventully get bored think time finish nd story line strt new story line prt first two looking forwrd wtch show relly recommend first two sesons mind blowing first wtch tht rgue going wtch two sesons decide wht going upcoming sesons first two sesons third seson fourth seson thnks,2
2933,one best series far,think one best series hve seen not like nirobi deth though chrcters mzing,2
2934,season amazing season hard watch,show strts relly well hooking udience plot perfect robbery gret cting lots time firly unknown ctors lest generl cst seems like gret fit chrcters seson would cll relly good series things one could criticise towrds end strts drop little though things feeling stretched bit seson strts downhill not spoil nything relly becomes cringeworthy wtch lmost feels like someone wrote prody romnce ction movies continues become less less believble point personlly gve let hppen witing see end especilly end scene min protgonist embrrssing wtch mde feel embrrssed bout telling friends gret series fter wtching first couple episodes feels little like writers pushed second seson drm excitement stupid stereotypicl ction scenes unfortuntely not suitble wtching first seson series ruined second hlf definitely rel shme,0
2935,saw neymar show died,thts kill show not put shows keep footbll field even,0
2936,supports genocides ethnic cleansing,supports genocide ignoring suffering plestinins,0
2937,watch season,wtch seson however seson seson specilly downhill pretty fst lot unrelistic elements avoid costs,2
2938,masterpiece,one best series ever seen ction every episode level drm mintined lst minutes,2
2939,not worth watching,probbly worst series ever wtched netflix highly rted populr beyond grsp logic cting ctors terrible esp tokyo could not even wtch scenes without skipping led inspector worst written chrcter ever joke,0
2940,wonderful piece work,wow tht cme totlly unexpected exciting thrilling yet full ction smrt grounded relistic series drnk dys two sesons one word overwhelming totlly recommended,2
2941,good plot terrible acting,cting suck lmost not worth wtching times wtching english mybe tht something,1
2942,huh,strted wtching show becuse gret rtings received sorry not get show bsolutely terrible mny positive reviews tlk bout unpredictble yet find show highly predictble every single turn every single episode infighting different police gencies hostge tking lughble done bnk robbers hve sdest guys girls series ever ech suppose recommend tking pss one cting level,0
2943,one dont make sense series,somny wth things tht ctor like tht wht bhbhbh like pro first soon know dumb robber,1
2944,great premise missed opportunity,awesome premise concept chrcter roles incredible prt kept edge set witing next episode prt wste time chrcters unrvelled mking decisions infighting screen time wsted useless tlking time would forget cst ctully trying get something done entertining wtch limit expecttions potentil truly excellent series,1
2945,masterpeace seasons,like mny others hve written lso gree tht first sesons msterpiece tried stretch got pulled thru seson stopped wtching,2
2946,masterpiece,best series hve ever wtched ctors rock not wit next sesonnnn,2
2947,characters make whole show unwatchable,well two chrcters tokio rio literlly piece grbge,0
2948,loved,everyone different reviews fell loved even though english voice grnted cringe worthy moments tht wht mkes not run smoothly pretty dull mde mistkes heist tem gret hve dmit shed ters come crck seson witing wtch see like not gone reviews would not hve wtched could not stop,2
2949,gay scene last episode,tht kissing berlin plermo lst episode seson relly necessry stopped wtching becuse tht,0
2950,boring,ide series good crew mde mteurs hve guts not even ble shoot someone,1
2951,even bollywood makes better shows,except st seson rest sesons severe plot holes mkes sense relly show kept show running flse medi cpitlise,0
2952,average melodrama horrible writing disguised heist show,cretor series right ide lot done right writing however wht bsolutely ruins show problem tht every chrcter show bsolutely obnoxious idiot could not mug someone wheelchir let lone pull biggest heist history chrcters feel like written six yer old kid definition people portryed top criminls line fil convince every chnce get professionl thief not know wht fingerprints hcking prodigy leves hostge lone phone discuss reltionship girlfriend impulsive fightstrter bcks nyone speks tone including hostges hlf events would not hppen chrcters not morons everyone overly melodrmtic get butthurt minor things insted focusing wht need title sys melodrm not heist show tries hrd convincing tension not not single ction consequence chrcters not presented difficult choices thing tht seems risk frgile feelings min chrcters fmilir concept show not tell money heist opposite tell show hrd believe tht high rting wtched first seson hoped would get somewht better nd somehow got worse not wste time,1
2953,disgusting series,totlly wste time could not wtch fter,0
2954,not seasons please,first sesons gret loved time wtch th seson similr story see wtching wht coming next excitement wht point ended suppose come seson follow funny,1
2955,great first season,first seson relly hooked impressive ide perfect heist however seson two relly fell prt lmost different production crew took much emotion drm love etc ending not wful totlly unrelistic stupid decisions mde police would ctully hppen explntion given one key chrcters wlked worth wtching gret cst trin wreck ending,1
2956,not pinnacle spanish,people compre clssics best series ever beyond,0
2957,season catastrophe,imdb plese put zero rting seson,1
2958,gripping,intense wtch lovely chrcters good plots,2
2959,part,fourth prt not worthy finl series disppointment,0
2960,bad season,hve ended seson seson fisco shoot security gurd four sides not shot even hnd leg fictionl nonsense seson lst seson not follow nymore,0
2961,season waste time,first time life feel like tht serie first two seson gret awful screenply lot fke scenes nothing robbery trying mke robbers heroes,0
2962,perfect,see relly enjoy wtching excited wtch next episode,2
2963,not understand love hate,series holes thn sponge mstermind tem trin months pull biggest heist time one one try screw things show lmost gret story let flws mssive think unfortuntely holes get bigger towrds end hence frustrting version europen show improve originl,1
2964,fans bipolar,gret non hollywood europen series well pced well directed ctors selling chrcters well mostly plesnt romntic fiction dventure superficil revolutionry messge mke probbly hve good time not bised generlly well done spects esp consider tht spnish not certinly not wht mostly red bipolr reviewers bsed personl feelings hve expecttions due hype things tht hve nothing reviewing show,2
2965,brilliant,wow wow finished seson series hooked cnnot wit seson ech every episode keeps hooked continue wtching episode fter episode reviews bout chrcters not job yes things not pln chrcters things jeoprdise pln however everything went pln would not mke good series keep interesting love love love series,2
2966,netflix art,sesons cme netflix stupid regultions destroyed series intentionlly cme bck chnge wht netflix industry,0
2967,promising beginning gets dull quickly,tody series need much cretive order get hve ide series highly rted used professionlly done series get nnoyed fst one lot gps story movement professionl robbers stupid mistkes,1
2968,overhyped,hype surrounding ppel decided give try not lie first hooked whole concept impossible heist mysterious pln interesting chrcters tension gets invested show progresses plot seems strt drg show switches focus ctul heist love stories going trust lot everyone chrcters seem find love life csully robbing royl mint spin even heist men suddenly shift following pln prepring months not cring bout especilly heist men behvior becomes irrtionl childish not get wrong willing overlook detils ction show series requires completely switch logic brin order wtch fter point show feels like writers good ide not know ending bunch cliches,1
2969,success not quantity quality,money heist ppel perfect exmple bout knowing limits setting gols first two sesons plot holes mistkes etc exciting wtch undoubtedly one thrilling shows bsolute success however next sesons everything wrong views course money mrketing commercil sme thing gin boring,1
2970,not watch,becme bollywood movie fter seson two repetitive,0
2971,entertaining,good ction hert stopping moments nice cting pretty good overll gve cuse hted denver lugh scene police could not stop tokyo getting bck museum little unrel hype unrel,1
2972,episodes missing,episode list wrong first seson epidoses second could somebody fix tht btw fvourite show time simply brillint script extrordinry cting,2
2973,intense,every episode exciting rel good performnce mny cst,2
2974,th season amazing,gret series th seson bove best,2
2975,marvelous,seson phenomenl lst two episodes seson gripping intense professor never disppoints,2
2976,great show got ruined netflix wanted make money,st sesons intense things mde sense esily binge wtch worthy rting rd seson pretty verge not tht rting th seson rting mny plot holes people nything chrcter development feelings chrcters prt remove gndi nothing wtch rio worst ctor ever series hill disclimer hve wtched dimdb top movies series moreover hve wtched movies vrious countries vrious lnguges,2
2977,netflix,chrcters chnging fster light moving thorught universe unble trck logic becuse love tht not heist movie romntic comedy stupidity relly like heist prt movie incredible truth tht netflix trying highlight one prt forgets bout much plot holes much drm much vlues tht not right plce right moment time,0
2978,must watchlist,much ddicted series love twists turns direction storytelling dmn strong mkes fll love chrcters,2
2979,amazing,amazing series liked lot wish sesons,2
2980,dumbest show time,genuinely hve not clue mess show becme populr,0
2981,sleepless night passed,cme cross nme series sked cousins give nmes eyes brins see think strted slowly ccelerted like force tht continued seeing whole night stretch lwys thinking trying guess twist vein till end acting wesome specilly professor berlin plesed witing nother nme,2
2982,season disappointing,seson slow disppointing writer could hve done better job,0
2983,mind blowing,show mind blowing best show ever mde literlly could not stop wtching soo ddictive tht one episode never enough plots beyond shocking msterclss,2
2984,absolutely terrible,fvor not even strt series pushed seson regret tht cuse felt committed see wht disppointment hours life never get bck plot poor storyline predictble cting cting terrible ctully forwrding episodes lst seson cuse knew wht filler wht use term loosely importnt not wrned,0
2985,simply amazing,enjoyed movie mximum relly gret ide nice plot ctors good every episode wtched big interest,2
2986,intense,extremely intense show keep edge tht next episode ctors fully immersed chrcter would hte tht beuty gret ctor would sympthize plot robbery portryed plyed written directed simply blow mind series deserves,2
2987,loved,criminls not exctly smrtest bunch people world not hve mny options tht line work expect rgtg group people severl fults held together someone not relly criminl plnner things never pln relly interesting see tried ccount mny events expected rections police expect egerly wit ech series get drwn mny chrcters movie relly enjoyed not wit see,2
2988,worst season far,worst seson hve seen entire life rip money heist,0
2989,absolutely spectacular,wht mzing series best hve seen long time,2
2990,clich,first seson not even good enough wtched outside turkish chrcter tht looks like arb wht point wht contribute script,0
2991,goes worse becomes,beyond understnding could nyone think tht mount sop drm every scene good ide ridiculous frustrting wtch especilly seson ction kick exmple middle fighting scene suddenly decide tlk bout nonsensicl stuff feelings time like intertwined ction movie cheesiest sop oper existence strting wtch show tke dvice stop seson tht point firly fun show decently wrpped ending wht lter wste time,0
2992,bad not watch,storytelling poorly crfted cting ridiculous not wnt wste time not wtch,0
2993,history made,ppel money heist personlly think best show ever rest st century bell cio,2
2994,beurkkkkk,series not mke sense absence logic police inspector chrge worse seen tlking bout plns coffee shop nightmre series potentil good lots scenes illogic would not hppened rel life robbers police tctics not believble rther wtch venger movie mde sense not blming ctors script somehow lwys find get sorry,0
2995,protest review,denouncing cst interview zionests medi occupying lnd killing people dily huge series sorry vlues firstly,0
2996,one best shows watched far,big big round ppluse mker show lex pin entire cst extrterrestril script wesome direction excellent cting cst lst not lest theme song bell cio one best shows hve seen wish chrcters not ded moscow nirobi fvourite chrcters one chrcter hted undoubtedly arturo lso mens ctor justified negtive role grcis por crer este show,2
2997,one best series watched,ltely thinking wtch different genre series series gve strt believe screenply story gripping wtching continuously till seson relly recommend series crving thrilling heist experience,2
2998,lacasa papel,definitely one best shows ever seen,2
2999,ruined,first two sesons built gret show keeping interested whole time seson took slight dip still exciting enjoyble however seson mybe worst seson show ever including got unrelistic horrible horrible,1
3000,woke,seson relly good tht show becme nonsense woke mess abort bort,0
3001,kept short simple,series interesting ide heist tht becomes dumber dumber longer lsts chrcters could hve better written mny inconsistent betryls plots plnned plotter hve lst minute chnge hert confess everything time foil sitution tht end heist chrcters tht moments killing ech seem perfectly pece love hours lter nothing hppened police hndling sitution shockingly unprofessionl levels following hostge escpe policemen site stnd pssively wtch minutes insted storming brech giving enough time robbers brricde gin officer chrge tkes time wht importnt cse creer grb drinks sleep unknown not even mple evidence tht might sbotging investigtion put rrest seson led believe tht tough professionl womn men world tht prove worth time gin yet constntly displying poor judgement lck professionl pride unprofessionl conduct insted turning professor soon uncovers decides interrogte lone predictble results lthough wrned tht professor might proficient hnd hnd combt story ppers pushing bsurd lived hppily ever fter love ffir one person outsmrted violted privcy humilited job not tht opertionl security mtters robbers either not shy tking lovers mong hostges shring plns others robbers not seem mind tht spite shooting csulties mkes series feel like sturdy morning crtoon not even guys get hurt robbers firing intentionlly wide police ppers suffering stormtrooper level mrksmnship criminl mstermind gets lucky escpes mny close situtions tht ctully begn rooting police ctch tem leder yet series dvnces obvious tht lcks ledership skills cnnot impose tem got terjerking story ttched robbers hve divert viewer fct tht not crook lso greedy full vnity well given sheer mount steling honest expect robbed serbs overll series like heist longer lsts likely things wrong looking bck ide fine movie unsuited multi seson series seson story implusible pln becomes unrelistic every convolution chrcters mke bsurdly poor choices wtch something else,1
3002,best series ever seen,spnish series everything thetre congrts,2
3003,brest netflix far,excellent series must wtch acting gret refreshingly different typicl shows dominting netflix,2
3004,time heist,like series succeeded turned time heist feel tht writers forced put detils ske extr episodes mens extr money advice see first sesons,0
3005,long,show hve ended second seson third one nothing mkes sense problem tht going long plese stop series plot ends,1
3006,best spain recent years barca,wtched episodes yet took hours couldnt stop wtching twisted episode ends intro video music mzing directing cting fine not used spnish show story keeps getting everytime every new informtion,2
